Tanda,Empresa,Zona/Sede,Empleados,Sector,Tier,Por qué encaja,Señales,Fuentes
Norte/Cataluña,"GERMARK, S.A.",Cataluña,66,Packaging and Containers Manufacturing,C,"El negocio principal de Germark (70%) son etiquetas autoadhesivas, que encajan exactamente en el anti-ICP ""packaging consumible / ticket bajo""; solo el 30% es maquinaria de etiquetado con ciclo largo. Además la empresa está en Cataluña, fuera del territorio norte de España objetivo de Neety.","Exporta el 30% de producción con oficinas de representación en más de 20 países y equipos instalados en +40 países | Universo de clientes amplio: farmacia, alimentación, cosmética, industria general — no concentrado | Estructura comercial propia internacional (no distribuidores puros) | 120 empleados y crecimiento de facturación del 22% (2025) | Más de 50 años de experiencia fabricando maquinaria de etiquetado (bienes de equipo)",https://www.germark.com/nosotros/ | https://es.linkedin.com/company/germark-sa | https://www.einforma.com/informacion-empresa/germark | https://us.kompass.com/c/germark/es0019013/
Norte/Cantabria,TierraTech®,Cantabria,81,Industrial Machinery Manufacturing,C,"TierraTech es industrial y exportadora, pero su modelo comercial se apoya en una extensa red de distribuidores en más de 30 países, lo que contradice directamente el criterio de venta directa al cliente final que requiere Neety. Además, el producto (equipos de limpieza por ultrasonidos) tiene un ciclo de venta corto y ticket medio-bajo comparado con el patrón ICP de bienes de equipo o proyectos industriales complejos.","Fabricante industrial de maquinaria de ultrasonidos con más de 20 años de experiencia | Presencia directa en 4 países (España, Francia, EE.UU., México) con plantas propias | Exporta a más de 30 países | 81 empleados — dentro del rango ICP (80-1000) | Feria Advanced Manufacturing Madrid y BIEMH — señal de desarrollo comercial activo | Universo de clientes potencialmente amplio (industria en general, automoción, laboratorio)",https://www.europages.es/TIERRA-TECH-SL/00000005367347-668784001.html | https://www.advancedmanufacturingmadrid.com/es/exhibitor/tierratech/ | https://biemh.bilbaoexhibitioncentre.com/expositor/TIERRATECH-SL/22280/?idioma=E | https://tierratech.com/
Norte/Cataluña,Briolf Group,Cataluña,82,Chemical Manufacturing,C,"Briolf es un grupo químico especializado (pinturas, recubrimientos, adhesivos) con presencia en 120+ países y >80% de exportación en Roberlo, lo que satisface el criterio de exportador con universo amplio de compradores; sin embargo, el producto es consumible/specialty chemicals (no bienes de equipo ni maquinaria de ciclo largo), la empresa supera los 1.000 empleados globales (demasiado grande para el ICP de Neety), tiene sede en Cataluña (fuera del foco Norte de España) y el modelo de negocio no encaja con la venta de inteligencia comercial por señales orientada a apertura de nuevos mercados industriales.",Presencia comercial en más de 120 países con exportación >80% en Roberlo (perfil ICP Coatings World) | Adquisición de IMPACAR (Italia) como señal de crecimiento internacional activo (Coatings World 2025) | Grupo industrial con 5 empresas propias y venta directa en múltiples mercados | Facturación esperada ~€294M en 2025 con crecimiento ~12% (crecimiento sostenido),https://www.coatingsworld.com/top-company-profile/briolf-group-s-l/ | https://www.roberlo.com/en/new/founding-of-briolf-group-consisting-of-5-companies-from-the-specialty-chemicals-sector/ | https://www.coatingsworld.com/breaking-news/briolf-group-acquires-italian-company-impacar-to-reinforce-growth-strategy/
Norte/Cataluña,"Cromogenia-Units, SA",Cataluña,188,Chemical Manufacturing,C,"Cromogenia es exportadora real con estructura comercial propia y universo amplio de compradores, pero su sector (quimica de especialidad recurrente) no encaja con el ICP de Neety, que apunta a bienes de equipo y proyectos de ciclo largo. Ademas opera desde Cataluna, fuera del foco geografico norte de Espana.","Exporta a mas de 25 paises con plantas propias en Espana, Argentina, Mexico y China | Tiene subsidiarias comerciales propias en Portugal, Italia, Turquia, Argentina, Chile, Brasil, Mexico y China — estructura de venta directa real | 188 empleados, dentro del rango de tamano ICP | Universo de compradores amplio: sirve a detergencia, agroquimica, fundicion, caucho y quimica fina",https://exportadores.cesce.es/exportaciones-cromogenia-units | https://www.cromogenia.com/en/about-us/ | https://www.cromogenia.com/en/presencia-internacional/ | https://www.europages.es/CROMOGENIA-UNITS-SA/ESP082926-00101.html
Norte/Cataluña,UTILCELL,Cataluña,72,Industrial Machinery Manufacturing,C,"UTILCELL es industrial y exportador real con universo de compradores amplio, pero su go-to-market internacional se apoya en una extensa red de distribuidores indirectos en lugar de comerciales propios, lo que choca con el criterio de venta directa del ICP de Neety; además, el producto (célula de carga como componente) implica ticket bajo y ciclo corto, alejado del perfil de bienes de equipo o proyectos de Neety.",Exporta ~70% de ingresos a más de 60 países en 5 continentes (fuente: utilcell.es) | Base de clientes >4.000-5.000 clientes mundiales — universo de compradores amplio | Presencia activa en ferias internacionales: POWTECH Nuremberg y Fruit Attraction 2025 | 72 empleados — tamaño en rango sweet spot inferior del ICP | Uno de los 5 principales fabricantes mundiales de células de carga,https://www.utilcell.es/en/manufacturer-of-load-cells/ | https://www.utilcell.com/en/about-us/ | https://www.utilcell.es/en/news/utilcell-strengthens-its-international-presence-at-powtech-and-fruit-attraction/ | https://bulkinside.com/manufacturer/utilcell/
Norte/Cataluña,Esbelt SAU,Cataluña,88,Automation Machinery Manufacturing,C,"Esbelt es exportadora industrial real (80% ventas al exterior, 90+ paises) con universo de compradores amplio, pero su modelo de internacionalizacion se apoya en una densa red de distribuidores autorizados, no en comerciales directos al cliente final — el anti-ICP mas critico de Neety. Ademas, las correas transportadoras son componente de reposicion de ciclo corto y ticket bajo, no el tipo de bien de equipo o proyecto de alto valor que justifica inteligencia comercial por senales.","Exportaciones representan el 80% de las ventas totales (dato confirmado en web corporativa) | Presencia en 90+ paises con subsidiarias propias en Alemania, Francia, Dinamarca y EEUU | 88 empleados — dentro del sweet spot ICP (80-150) | Sector Automation Machinery Manufacturing — industrial de base | Fundada en 1970, empresa con trayectoria exportadora consolidada",https://www.esbelt.com/en/subsidiaries-and-distributors/ | https://www.esbelt.com/en/about-us/ | https://www.highperformr.ai/company/esbelt
Norte/Aragón,ASAI Industrial,Aragón,67,Automation Machinery Manufacturing,C,"ASAI es un integrador/contratista de automatización que ejecuta proyectos llave en mano en plantas de clientes — patrón más cercano al subcontratista de proceso que al fabricante industrial exportador con comerciales propios. Además, está en Aragón (fuera del foco geográfico norte de España) y su tamaño es inferior al sweet spot.","Automatización/robótica industrial llave en mano con equipo técnico de 30 años de experiencia media — encaja en sector. | Clientes en Europa, Marruecos, Turquía, EE.UU., México y China — presencia internacional probada. | Proyectos >1M€ (planta Figueruelas 2024) — ticket alto y ciclo largo confirmado. | Universo de clientes amplio: automoción, logística, alimentación, múltiples sectores. | Mejor año de su historia en 2024 con mayor cartera de pedidos — señal de crecimiento.",https://www.asai.es/compania/ | https://www.hoyaragon.es/articulo/especial-objetivo-2025/asai-industrial-robotica/20241212082914082174.html | https://aragonsourcing.com/en/outsourcing/automatizacion-de-sistemas-y-aplicaciones-industriales/ | https://redaccion.camarazaragoza.com/asai-servicio-integral-procesos-industriales/
Norte/Cataluña,"MECESA, Mecánica Egarense SA",Cataluña,66,"Metal Valve, Ball, and Roller Manufacturing",C,"MECESA es industrial y exportadora real, pero su modelo de go-to-market se apoya en distribuidores y representantes (Meciberia), lo que choca con el patrón de venta directa con comerciales propios que es el ICP de Neety. Además, el tamaño está por debajo del mínimo del sweet spot y el ticket de válvulas/accesorios de instrumentación es más transaccional que de proyecto de largo ciclo.","Exporta a 10+ países: Argentina, Chile, Alemania, Irán, Irlanda, Perú, Portugal, Suiza, Holanda, Uruguay | Industrial real: fabricación de válvulas, accesorios e instrumentación para procesos industriales | Universo de compradores amplio (multisector: química, proceso industrial, instalaciones) | Crecimiento de facturación +12,48% último año | ISO 9001 renovada diciembre 2024 — empresa activa",https://www.industriaquimica.es/empresas/mecanica-egarense-sa--mecesa | https://www.alimarket.es/construccion/noticia/291835/mecesa-pone-en-marcha-la-comercializadora-meciberia | https://www.directindustry.com/prod/mecesa-mecanica-egarense-sa-194633.html | https://suppliers.catalonia.com/detail/mecanica-egarense-sa/1711 | https://www.iberinform.es/empresa/480578/mecanica-egarense
Norte/La Rioja,Garnica,La Rioja,430,Paper and Forest Product Manufacturing,C,"Garnica exporta masivamente y tiene universo de compradores amplio, pero es fabricante de tablero de madera (commodity de volumen), vende en parte a traves de distribuidores y el ticket/ciclo de venta no se corresponde con el perfil de bienes de equipo o maquinaria industrial que define el ICP de Neety. No es anti-ICP por ser filial o concentracion de clientes, sino por sector y modelo de producto.","Exporta >90% de la produccion a mas de 40-50 paises (Alemania, Francia, UK, USA...) | 430 empleados, dentro del rango de tamano ICP | Presencia internacional consolidada con 7 plantas de produccion (5 ES + 2 FR) | M&A: adquirida por fondo Carlyle en 2022, posible sennal de expansion/reorganizacion comercial | Universo de compradores amplio: fabricantes de mueble, caravanas, construccion, nautica en multiples paises",https://www.garnica.one/en-us/about-us.html | https://www.leonoticias.com/surdeleon/fonfo-inversor-carlyle-20221021103430-nt.html | https://www.gabarro.com/es/marcas/garnica-plywood | https://www.nauticexpo.es/soc/garnica-plywood-200332.html
Norte/Aragón,ARPA Equipos Móviles de Campaña,Aragón,71,Mechanical Or Industrial Engineering,C,"ARPA es fabricante industrial exportador con ticket alto y ciclo largo, pero su universo de compradores está extremadamente concentrado en organismos gubernamentales y organismos internacionales (defensa, emergencias, salud militar), lo que lo aleja del patrón ICP de Neety que requiere amplitud de clientes finales para que el software de señales aporte valor real. El modelo B2G con licitaciones formales hace que las señales comerciales típicas (nuevos mercados, expansión, M&A) sean poco accionables.","98% de produccion exportada, presencia en más de 54 países | Clientes de referencia: UN, NATO/NSPA, Ministerios de Defensa de múltiples países | 50+ años de historia en ingeniería y fabricación de soluciones logísticas industriales | Mención Especial en Innovación 2024 (PNID) — señal de actividad innovadora reciente | 71 empleados: tamaño dentro del rango ICP (ligeramente bajo pero aceptable)",https://www.defensa.com/espana/llevando-innovacion-siguiente-nivel | https://www.cepyme500.com/empresa/equipos-moviles-de-campana-arpa-sa | https://www.ciencia.gob.es/Experiencias/PNID24/EquiposMovilesCampanaARPA.html | https://defense-guide.com/item/equipos-moviles-de-campana-arpa-s-a-u/
Norte/Cataluña,Schwartz-Hautmont,Cataluña,151,Industrial Machinery Manufacturing,C,"Schwartz-Hautmont es un fabricante industrial exportador real con ticket alto y ciclo largo, pero su negocio se basa en proyectos singulares para grandes complejos petroquímicos, refinerías y utilities energéticas — un universo de compradores concentrado en pocas cuentas globales que no encaja con el requisito ICP de Neety de universo amplio. Además está ubicada en Cataluña, fuera del foco geográfico norte de España.","Exportador real: gran mayoría de producción destinada a mercados internacionales, ~80 países en 5 continentes | Planta en Turquía desde 2012 (internacionalización activa) | 151 empleados, dentro del rango ICP (80-1000) | Alianza estratégica con Port de Tarragona para project cargo internacional reforzada en 2025 | Ticket alto y ciclo largo: fabricación de grandes estructuras metálicas, recipientes a presión y módulos offshore para proyectos industriales complejos",https://es.wikipedia.org/wiki/Schwartz_Hautmont | https://www.gotcarga.com/schwartz-hautmont-carga-grandes-estructuras-metalicas-en-el-puerto-de-tarragona-con-destino-francia/ | https://www.catalunyapress.es/texto-diario/mostrar/5377523/port-tarragona-schwartz-hautmont-refuerzan-colaboracion-carga-proyectos | https://tarragonaport.com/schwartz-hautmont-finaliza-en-el-port-dos-grandes-instalaciones-para-la-industria-petroquimica/ | https://www.interempresas.net/Puertos-transporte-maritimo/Articulos/605500-Puerto-Tarragona-Schwartz-Hautmont-refuerzan-colaboracion-impulsar-operativas-project.html
Norte/Cataluña,Masats,Cataluña,159,Accessible Hardware Manufacturing,C,"Masats es un fabricante industrial exportador con producto de alto ticket y ciclo largo, pero su universo de compradores es concentrado (OEMs de autobús y operadores de transporte público institucionales), lo que la aleja del patrón ICP de Neety que requiere muchos clientes finales en el mundo. Adicionalmente opera desde Cataluña, fuera del foco geográfico norte de España.","Exporta a más de 45 mercados con vehículos operando en más de 110 países (web Masats 2025) | Planta de producción propia en Atlanta (EE.UU.) desde 2013 — presencia directa internacional | 159-330 empleados, tamaño en rango ICP | Producto industrial de alto valor (puertas eléctricas/neumáticas, rampas accesibilidad para transporte público) | Parte del Grupo Irizar — inversión >20M€ hasta 2025, crecimiento activo",https://www.masats.es/empresa/ | https://railgrup.net/noticias/el-ministro-hereu-inaugura-las-nuevas-instalaciones-de-masats/ | https://www.grupoirizar.com/grupo/el-grupo-irizar | https://www.eleconomista.es/transportes-turismo/noticias/12903010/07/24/irizar-rozara-1000-millones-de-negocio-este-ano-y-fabricara-3700-autobuses.html
Norte/Galicia,Texas Controls,Galicia,176,Mechanical Or Industrial Engineering,C,"Texas Controls cumple los requisitos de industrial, exportador y venta directa, pero su base de clientes se concentra en utilities eólicas y grandes operadoras Oil&Gas — exactamente el perfil de comprador concentrado (pocas cuentas enormes) que descarta el ICP de Neety. La señal de inteligencia comercial por señales no aporta valor diferencial cuando el universo de cuentas objetivo es reducido y ya conocido.","66% de ventas son exportaciones, con 6 filiales internacionales propias | 176 empleados (LinkedIn), dentro del rango ICP | Ingeniería industrial especializada en sellado y bolting crítico — ticket alto y ciclo largo | Bergondo, A Coruña — Galicia, norte de España | 25+ años de experiencia con presencia global en proyectos técnicos críticos",https://www.texascontrols.es/en_GB | https://www.enercluster.com/en/texas-controls-2/ | https://exportadores.cesce.es/exportaciones-texas-controls | https://www.cepyme500.com/empresa/texas-controls | https://www.linkedin.com/company/texas-controls
Norte/Galicia,Rodríguez López Auto,Galicia,142,Motor Vehicle Manufacturing,C,"Fabricante industrial real con exportación activa y ciclo largo, pero su universo de compradores es estrecho y público (servicios de emergencias, defensa, protección civil autonómica) — modelo de licitaciones públicas, no prospección B2B con señales privadas, que es exactamente para lo que sirve Neety. Anti-ICP por concentración de compradores en organismos gubernamentales.","Fabricante de vehículos especiales (ambulancias civiles/militares, clínicas móviles) con manufactura propia en Ourense — industrial real | Exportación activa: +20 países, Ecuador, Colombia, Francia, Dinamarca, Inglaterra. Objetivo 50% exportación para 2030 — timing de expansión internacional | 142-276 empleados: dentro del rango ICP en tamaño | Establecimiento de operaciones en Colombia como cabeza de puente para Latinoamérica — señal de expansión a nuevos mercados | Ticket alto y ciclo largo (flotas para sistemas de emergencias, ambulancias militares)",https://www.rodriguezlopez.com/en/index.php | https://www.cti.es/el-igape-destaca-la-apuesta-por-la-innovacion-de-rodriguez-lopez-auto-en-la-produccion-de-vehiculos-especiales-en-espana/ | https://www.laregion.es/comarca-de-ourense/jose-enrique-rodriguez-jorge-crecer-hemos-asumido-reto-diversificar-nuestros-productos_1_20241116-3300716.html | https://www.laregion.es/articulo/ourense/rodriguez-lopez-exporta-cien-ambulancias-ecuador/20141117082614504621.html | https://www.laregion.es/comarca-de-ourense/rodriguez-lopez-auto-ultima-venta-grupo-andaluz_1_20220322-2284548.html
Norte/Cataluña,IRIS Technology Solutions,Cataluña,70,Industrial Machinery Manufacturing,C,"Fabricante español de instrumentación analítica (NIR/Raman) con presencia en +34 países, pero su internacionalización se apoya en una red de distribuidores locales, no en comerciales propios — anti-ICP directo. Empresa muy pequeña (~65 empleados, ~4M€ facturación), con sede en Cataluña fuera del foco norte de España.","Fabricante propio de instrumentación industrial (marca Visum®) con tecnología diferencial NIR/Raman/hiperspectral | Presencia internacional real en +34 países en América, Europa y Asia | Sectores cliente amplios: alimentario, químico y farmacéutico — universo de compradores no concentrado | Único fabricante español de este tipo de instrumentación según su propia comunicación",https://www.iris-eng.com/our-distributors-worldwide/ | https://www.iris-eng.com/ | https://www.makingpharmaspain.com/en/exhibitor/iris-technology-solutions-4/ | https://secure-food.eu/iris/ | https://es.linkedin.com/company/iris-s-l-
Norte/Castilla y León,KLEIN - Hoses,Castilla y León,108,Industrial Machinery Manufacturing,C,"KLEIN fabrica mangueras de caucho industriales y exporta a nivel global con universo de compradores amplio, pero el producto es un componente/consumible de ticket medio-bajo y ciclo corto, y su presencia en Fluidex (red de distribuidores de fluidos) apunta a un modelo de go-to-market via distribuidores, no comerciales propios internacionales. No encaja en el patrón de bienes de equipo o proyectos de ingeniería que define el ICP de Neety.","Industrial manufacturero con 108 empleados (sweet spot 80-150) | Exporta a todos los continentes: Americas, Europa, Africa, Asia, Australia | Universo de compradores amplio: 12+ sectores (oil&gas, alimentacion, construccion, quimica, mineria...) | Fundada en 1908, consolidada y con planta propia de 42.000 m2 en Segovia",https://kleinhoses.com/en/about-klein/ | https://kleinhoses.com/sectores/ | https://www.fluidexspain.com/en/asociados/klein/ | https://empresite.eleconomista.es/KLEIN.html
Norte/Cataluña,"SOLTER SOLDADURA, SL",Cataluña,97,"Appliances, Electrical, and Electronics Manufacturing",C,"SOLTER fabrica equipos de soldadura estándar y los comercializa a través de una red de distribuidores y colaboradores en +30 países, lo que activa el anti-ICP de modelo distribuidor sin fuerza de ventas directa propia. El ticket medio-bajo (productos vendidos en ferreterías) y la ubicación en Girona (Cataluña) alejan aún más el perfil del ICP de Neety.","Fabricante de equipos de soldadura (industrial, bienes de equipo) | 97 empleados — dentro del rango sweet spot (80-150) | Presencia en +30 países — exportador real con alcance internacional | Universo de compradores amplio (talleres, industria general, mantenimiento industrial a nivel mundial)",https://empresite.eleconomista.es/SOLTER-SOLDADURA.html | https://www.solter.com/en_GB/empresa | https://www.unionferretera.com/fabricantes-productos-ferreteria/solter-soldadura
Norte/Galicia,KAUMAN. Conveyor belts manufacturer,Galicia,72,Chemical Manufacturing,C,"KAUMAN es un fabricante gallego de bandas transportadoras de goma con presencia en +50 países (indicador Ardán 2023 empresa global), lo que confirma exportación real y universo de compradores amplio en minería, acero, cementera y alimentación. Sin embargo, su go-to-market declarado es por red de distribuidores (no comerciales directos propios), y el producto es un componente de mantenimiento/consumible de ticket bajo — no bienes de equipo de proyecto ni ciclo largo — lo que lo aparta del ICP de Neety en los dos criterios más críticos.","Presencia comercial en más de 50 países, reconocida con el indicador Ardán 2023 como empresa global por su vocación exportadora | Universo de compradores amplio: minería, siderurgia, puertos, cementera, alimentación, biomasa, residuos | Empresa industrial española 100% con 40 años de historia en fabricación propia en Galicia | 72 empleados — dentro del rango sweet-spot de tamaño de Neety",https://es.linkedin.com/company/kauman | https://kauman.com/en/about-us/ | https://www.rocasyminerales.es/rocas-y-minerales/maquinaria-rocas-y-minerales/kauman-una-empresa-innovadora-fabricante-de-banda-transportadora-con-reconocimiento-mundial | http://kauman.com/es/distribuidores.php | https://subcontex.camara.es/en/company/kauman-sa
Norte/Galicia,Ecoforest,Galicia,193,Renewable Energy Semiconductor Manufacturing,C,"Ecoforest exporta a +30 países y tiene músculo tecnológico real, pero su canal de ventas es íntegramente a través de distribuidores e instaladores locales, sin equipo comercial directo que prospecte proyectos industriales — exactamente el perfil que necesita Neety. El producto va a mercado residencial/terciario, no a compradores industriales B2B de ciclo largo.","Presente en +30 países: Europa, Australia, América del Norte y Sur (2025) | 193 empleados — dentro del rango ICP | Innovación tecnológica activa: primera bomba geotérmica con R290 del mundo (2020), expansión gama ecoGEO+ LITE y ecoAIR+ PRO (2024) | Fabricante propio con I+D en Nigrán (Pontevedra) — exportador real, no filial extranjera",https://ecoforest.com/en/news/ecoforest-celebrates-30-years-of-innovation-in-sustainable-hvac-equipment/ | https://ecoforest.com/en/to-distribute-form/ | https://ecoforest.com/en/request-quote/ | https://ecoforest.com/en/news/ecoforest-expands-desuperheater-technology-to-high-capacity-heat-pumps-for-multi-family-and-commercial-buildings/
Norte/Aragón,METROMECÁNICA,Aragón,67,Engineering Services,C,"Metromecánica es un prestador de servicios de metrología dimensional (subcontratista de proceso) cuyos clientes son OEMs de automoción y aeronáutica en número reducido — universo concentrado de compradores que no encaja con el ICP de Neety. Aunque exporta y tiene presencia internacional real (oficina Toulouse, operaciones en 7 continentes), su modelo de negocio como servicio técnico por proyecto no genera la necesidad de inteligencia comercial por señales para desarrollar negocio en nuevos mercados.","Presencia internacional real: oficinas en España y Francia (Toulouse), operaciones en 7 continentes (web metromecanica.com) | Crecimiento de facturación +40,69% en el último año (axesor.es, 2026) | Tamaño adecuado: 67-70 empleados (LinkedIn + axesor 2026) | Certificaciones internacionales AS9100 y NADCAP — indica clientes aeronáuticos globales",https://www.metromecanica.com/en/metromecanica-en/ | https://caaragon.com/metromecanica-empresa/ | https://aragonsourcing.com/en/outsourcing/metromecanica/ | https://www.axesor.es/Informes-Empresas/2729465/METROMECANICA_SL.html
Norte/Aragón,Chemik Group,Aragón,104,"Appliances, Electrical, and Electronics Manufacturing",C,"Chemik es exportador industrial real con señales de expansión potentes, pero su estrategia y crecimiento están claramente pivotados hacia el mercado fotovoltaico/renovables, donde los compradores son promotores de parques solares — universo concentrado y explícitamente anti-ICP para Neety. La línea de cuadros eléctricos industriales serie podría tener universo amplio, pero no es el motor del negocio actual.","Exporta a 40+ países en 5 continentes, con expansión activa en Chile, Colombia, México, Perú y EE.UU. (2024-2025) | Crecimiento del 50% en 2024 y proyección de otro 50% en 2025 — señal de momento expansivo claro | 185 empleados, dentro del rango ICP (~80-200) | Venta directa con presencia comercial propia en mercados internacionales",https://www.chemik.es/ | https://aragonsourcing.com/en/outsourcing/chemik-tarazona-sl/ | https://redaccion.camarazaragoza.com/chemik-cuadros-electricos/ | https://www.energiaestrategica.com/chemik-group-expansion/ | https://www.energiaestrategica.com/chemik-group-se-enfoca-en-latam-con-innovaciones-que-ahorran-hasta-5-del-capex-en-fotovoltaica/
Norte/Cataluña,ICOL Group,Cataluña,77,Automation Machinery Manufacturing,C,"ICOL Group es una startup tecnologica de automatizacion/robotica con HQ en Barcelona (fuera del norte de Espana, territorio target) fundada en 2017, con modelo de plataforma SaaS/digital services orientada a fashion y footwear — nicho de compradores estrecho y no el patron de industrial exportador de maquinaria/bienes de equipo que caracteriza el ICP de Neety. Su internacionalizacion es operacional (R&D en CIS, Rusia, Ucrania) y no exportacion comercial de producto industrial desde Espana.","Sector automatizacion/robotica industrial (ICOL.Factory, ICOL.Logistics, Digital Twins, AI) — alineado con industria target | 77 empleados — cerca del sweet spot 80-150 | Presencia en 7 paises con mas de 200 ingenieros — operacion internacional activa | Modelo B2B venta directa de plataforma tecnologica con ciclo largo de integracion y ticket elevado | Debuto en Simac Tanning Tech 2024 — expansion a nuevos mercados industriales",https://www.linkedin.com/company/icol-group | https://www.eu-startups.com/directory/icol-group/ | https://collection.icol.com/en/company/ | https://www.mpastyle.it/en/icol-group-an-amazing-debut-at-simac-tanning-tech/ | https://www.zoominfo.com/c/icol-group/547102787
Norte/Cataluña,Ecler,Cataluña,114,"Appliances, Electrical, and Electronics Manufacturing",C,"Ecler cumple la parte industrial y exportadora, pero su expansión internacional se apoya en distribuidores locales por país, no en comerciales o country managers propios — el modelo opuesto al que necesita la inteligencia de señales de Neety. Además está radicada en Cataluña, fuera del territorio norte de España.","Fabricante de equipos de audio profesional fundado en 1965, con 114 empleados en Barcelona | Presencia en más de 70 países, exportación consolidada | Sector electrónica/manufacturing, no consumer puro",https://www.ecler.com/es/ | https://exportadores.cesce.es/exportaciones-ecler-proaudio | https://www.iberinform.es/empresa/7944575/ecler-proaudio | https://www.lynxproaudio.com/neec-iberia-new-distributor-for-lynx-pro-audio-spain-portugal/
Norte/Galicia,SETGA,Galicia,62,"Appliances, Electrical, and Electronics Manufacturing",C,"SETGA fabrica iluminación exterior y mobiliario urbano tecnológico con presencia internacional, pero su universo de compradores está concentrado en administraciones públicas y municipios vía licitación, no en empresas industriales privadas con ciclo de venta B2B directo. Falta el perfil de universo amplio de clientes finales y venta directa con equipo comercial propio que define el ICP de Neety.","Exporta a Países Bajos, Suecia y EAU (presencia internacional confirmada) | ~62-100 empleados, tamaño dentro del rango ICP | Fabricante propio con I+D (proyectos CANDELGLOW, ReAl-Lighting 2024-2025) | Apoya en programa Igape Galicia Exporta Empresas | Proyecto europeo AMBIANCE liderado junto a AIMEN (internacionalización tecnológica)",https://setga.es/language/en/company/ | https://setga.es/tag/exportacion/ | https://empresite.eleconomista.es/SETGA.html | https://www.xunta.gal/es/hemeroteca/-/nova/138454/xunta-apoya-las-acciones-innovacion-para-diseno-nuevos-productos-iluminacion
Norte/Galicia,UNVI,Galicia,98,Motor Vehicle Manufacturing,C,"UNVI es fabricante exportador con ticket alto, pero su modelo de negocio depende de licitaciones públicas con operadores de transporte regulados, no de venta consultiva B2B a múltiples compradores privados donde las señales de timing de Neety aporten valor. El universo de compradores es estrecho y regulado, lo que lo aleja del ICP aunque cumpla criterios industriales y de exportación.","Exporta a múltiples países: acuerdo exclusivo con Volvo Bus UK & Ireland (2025), entregas a Egged (Israel), Funchal (Portugal), Timberbush Tours (Escocia) | 30 años de trayectoria (1995-2025), crecimiento de ventas +29% en último ejercicio | Planta productiva en Vila Nova de Gaia (Portugal) — expansión internacional activa | Ticket alto y ciclo largo: buses y autocares son bienes de alto valor unitario | 98 empleados en LinkedIn (posiblemente más en grupo), tamaño dentro del rango ICP",https://www.unvi.es/2025/03/13/volvo-bus-uk-ireland-y-unvi-anuncian-un-nuevo-autocar-de-lujo/ | https://www.unvi.es/2024/10/22/en-2025-unvi-celebrara-30-anos-como-carrocero/ | https://circulo.gal/la-carrocera-gallega-unvi-incrementa-sus-ventas-un-29-en-el-ultimo-ejercicio/ | https://carrilbus.com/unvi-renueva-su-autobus-urbano-con-un-gran-pedido | https://www.unvi.es/empresa/presentacion/
Norte/Cantabria,ERZIA,Cantabria,73,Defense and Space Manufacturing,C,"ERZIA fabrica amplificadores RF/microondas de alta fiabilidad para defensa, espacio y satcom — industrial y exportadora de verdad, con ticket alto y ciclo largo. Sin embargo, su universo de compradores es extremadamente concentrado: agencias espaciales (ESA, NASA) y grandes prime contractors de defensa (Airbus Defence, Thales, Lockheed, etc.), un puñado de cuentas globales, exactamente el patrón Tier-1 a pocos integradores que el ICP descarta. Además opera parcialmente vía distribuidores en mercados clave como EE.UU.","Fabricante industrial de alta tecnología (RF & microwave) con sede en Cantabria, 73 empleados dentro del rango ICP | Exportadora real: clientes en múltiples países, misiones espaciales internacionales desde 2005 (ESA, programas científicos) | Nuevo partnership de distribución con Impulse Technologies (EE.UU.) en junio 2024 — señal de expansión internacional activa | Ticket muy alto y ciclo largo: proyectos de qualificación espacial y defensa",https://www.erzia.com/about/ | https://www.erzia.com/applications/space | https://www.linkedin.com/company/erzia | https://www.erzia.com/news/company
Norte/Cataluña,TECVAL,Cataluña,62,Industrial Machinery Manufacturing,C,"TECVAL es fabricante industrial exportador con producto de nicho y alto valor, pero opera mediante distribuidores en mercados internacionales (no comerciales propios) y su nicho principal —desalación en aleaciones especiales— implica un universo de compradores concentrado en grandes proyectos EPC, no el universo amplio que requiere el ICP de Neety. Además está en Cataluña, fuera de la zona objetivo norte de España.","Fabricante propio de válvulas en aleaciones especiales (Super Duplex, Duplex) desde 1982, producto industrial de nicho y alto valor | Exporta a mercados internacionales: UK, Australia, HK confirmados en web | Expansión de instalaciones en Terrassa 2023: nueva planta de 3.000 m² (señal de crecimiento reciente) | Certificación ISO 9001:2015, posicionamiento de calidad premium",https://tecval.es/about-us-quality | https://desal.co.uk/tecval-valves/ | https://www.mandalaypcf.com.au/tecval-valves | https://www.europages.co.uk/TECVAL-SL/00000003632731-89855001.html | https://www.einforma.com/informacion-empresa/tecval
